city_name;UF;ibge_cod;GADM_GID_2;pop_2020;MHDI_tot;MHDI_long;MHDI_edu;MHDI_inc;SVI_tot;SVI_inf;SVI_hum;SVI_wrk;MHDI_quantiles;;MHDI quartiles;;SVI quartiles;
Campo do Tenente/PR;PR;4104105;BRA.16.60_1; 8.045 ;0,686;0,661;0,806;0,606;0,299;0,127;0,449;0,321; 0,585 ;;;;;
Bom Retiro/SC;SC;4202602;BRA.24.42_1; 10.060 ;0,699;0,704;0,869;0,559;0,299;0,269;0,351;0,277; 0,646 ;;;;;
Sul Brasil/SC;SC;4217758;BRA.24.264_1; 2.423 ;0,707;0,713;0,832;0,595;0,299;0,256;0,308;0,334; 0,691 ;;;;;
São Francisco de Assis/RS;RS;4318101;BRA.21.359_1; 18.205 ;0,675;0,681;0,818;0,552;0,299;0,147;0,378;0,373; 0,537 ;;;;;
Juruena/MT;MT;5105176;BRA.12.55_1; 16.335 ;0,662;0,647;0,797;0,563;0,299;0,166;0,362;0,368; 0,484 ;;;;;
Goiás/GO;GO;5208905;BRA.9.95_1; 22.381 ;0,709;0,713;0,805;0,621;0,299;0,197;0,363;0,336; 0,701 ;;;;;
Hidrolina/GO;GO;5209804;BRA.9.104_1; 3.508 ;0,677;0,652;0,824;0,577;0,299;0,213;0,325;0,359; 0,546 ;;;;;
Primavera de Rondônia/RO;RO;1101476;BRA.22.38_1; 2.776 ;0,641;0,645;0,799;0,512;0,298;0,067;0,364;0,463; 0,408 ;;;;;
Arantina/MG;MG;3103603;BRA.13.39_1; 2.787 ;0,697;0,633;0,834;0,641;0,298;0,295;0,294;0,305; 0,635 ;;;;;
Caetanópolis/MG;MG;3109907;BRA.13.109_1; 11.749 ;0,706;0,674;0,845;0,617;0,298;0,263;0,287;0,344; 0,684 ;;;;;
Douradoquara/MG;MG;3123502;BRA.13.264_1; 1.912 ;0,706;0,704;0,847;0,591;0,298;0,206;0,238;0,451; 0,684 ;;;;;
Piedade de Ponte Nova/MG;MG;3150208;BRA.13.591_1; 4.140 ;0,639;0,616;0,802;0,528;0,298;0,081;0,434;0,38; 0,401 ;;;;;
Ritápolis/MG;MG;3156106;BRA.13.655_1; 4.562 ;0,653;0,649;0,815;0,526;0,298;0,14;0,376;0,377; 0,448 ;;;;;
Faxinalzinho/RS;RS;4308052;BRA.21.154_1; 2.284 ;0,666;0,646;0,801;0,571;0,298;0,174;0,349;0,37; 0,501 ;;;;;
Canas/SP;SP;3509957;BRA.25.113_1; 5.204 ;0,704;0,646;0,797;0,677;0,298;0,151;0,346;0,396; 0,674 ;;;;;
Ibaté/SP;SP;3519303;BRA.25.223_1; 35.472 ;0,703;0,681;0,814;0,627;0,298;0,293;0,33;0,27; 0,669 ;;;;;
Irapuru/SP;SP;3521606;BRA.25.248_1; 8.325 ;0,712;0,691;0,839;0,622;0,298;0,226;0,342;0,325; 0,717 ;;;;;
Taquaritinga/SP;SP;3553708;BRA.25.600_1; 57.364 ;0,748;0,727;0,827;0,696;0,298;0,403;0,284;0,207; 0,892 ;;;;;
Barueri/SP;SP;3505708;BRA.25.65_1; 276.982 ;0,786;0,791;0,866;0,708;0,298;0,402;0,264;0,229; 0,983 ;;;;;
Areiópolis/SP;SP;3503604;BRA.25.42_1; 11.158 ;0,695;0,686;0,823;0,594;0,298;0,304;0,346;0,244; 0,626 ;;;;;
Tibagi/PR;PR;4127502;BRA.16.380_1; 20.607 ;0,664;0,678;0,832;0,519;0,298;0,078;0,486;0,33; 0,492 ;;;;;
Planaltina do Paraná/PR;PR;4119707;BRA.16.276_1; 4.272 ;0,705;0,682;0,795;0,646;0,298;0,235;0,362;0,296; 0,681 ;;;;;
Boa Vista da Aparecida/PR;PR;4103057;BRA.16.41_1; 7.540 ;0,67;0,668;0,801;0,563;0,298;0,075;0,438;0,38; 0,516 ;;;;;
Esperança do Sul/RS;RS;4307450;BRA.21.143_1; 2.885 ;0,661;0,665;0,788;0,55;0,298;0,091;0,336;0,467; 0,479 ;;;;;
Fazenda Nova/GO;GO;5207600;BRA.9.85_1; 5.553 ;0,685;0,671;0,831;0,576;0,298;0,093;0,445;0,357; 0,581 ;;;;;
Minaçu/GO;GO;5213087;BRA.9.140_1; 28.793 ;0,707;0,691;0,803;0,637;0,298;0,14;0,322;0,432; 0,691 ;;;;;
São Luiz do Norte/GO;GO;5220157;BRA.9.215_1; 5.215 ;0,669;0,643;0,801;0,581;0,298;0,185;0,386;0,324; 0,512 ;;;;;
Uruana/GO;GO;5221700;BRA.9.235_1; 13.818 ;0,703;0,665;0,824;0,634;0,298;0,153;0,331;0,409; 0,669 ;;;;;
Campina Verde/MG;MG;3111101;BRA.13.121_1; 19.752 ;0,704;0,714;0,868;0,562;0,297;0,163;0,411;0,318; 0,674 ;;;;;
Iapu/MG;MG;3129301;BRA.13.335_1; 11.045 ;0,654;0,639;0,819;0,535;0,297;0,091;0,409;0,39; 0,451 ;;;;;
Laje do Muriaé/RJ;RJ;3302304;BRA.19.36_1; 7.326 ;0,668;0,649;0,8;0,575;0,297;0,126;0,338;0,426; 0,508 ;;;;;
São Bento do Sapucaí/SP;SP;3548609;BRA.25.545_1; 10.893 ;0,72;0,719;0,812;0,638;0,297;0,2;0,33;0,36; 0,761 ;;;;;
São Francisco/SP;SP;3549003;BRA.25.549_1; 2.817 ;0,723;0,705;0,814;0,658;0,297;0,369;0,289;0,233; 0,776 ;;;;;
Vargem Grande do Sul/SP;SP;3556404;BRA.25.633_1; 43.110 ;0,737;0,721;0,863;0,643;0,297;0,374;0,312;0,204; 0,842 ;;;;;
Jacuizinho/RS;RS;4310876;#N/A; 2.706 ;0,662;0,73;0,817;0,487;0,297;0,011;0,343;0,536; 0,484 ;;;;;
Americano do Brasil/GO;GO;5200852;BRA.9.15_1; 6.164 ;0,7;0,669;0,813;0,631;0,297;0,227;0,32;0,345; 0,652 ;;;;;
Professor Jamil/GO;GO;5218391;BRA.9.189_1; 3.203 ;0,684;0,673;0,821;0,579;0,297;0,179;0,343;0,369; 0,576 ;;;;;
Santana do Seridó/RN;RN;2411429;BRA.20.125_1; 2.689 ;0,642;0,595;0,767;0,58;0,296;0,039;0,47;0,38; 0,411 ;;;;;
Cajazeiras/PB;PB;2503704;BRA.15.47_1; 62.289 ;0,679;0,668;0,815;0,574;0,296;0,118;0,378;0,392; 0,554 ;;;;;
Antônio Carlos/MG;MG;3102902;BRA.13.32_1; 11.459 ;0,683;0,65;0,838;0,584;0,296;0,131;0,36;0,397; 0,571 ;;;;;
Bonfinópolis de Minas/MG;MG;3108206;BRA.13.86_1; 5.444 ;0,678;0,655;0,796;0,598;0,296;0,107;0,394;0,388; 0,550 ;;;;;
Moeda/MG;MG;3142304;BRA.13.492_1; 4.934 ;0,638;0,657;0,8;0,494;0,296;0,212;0,359;0,316; 0,397 ;;;;;
Santa Vitória/MG;MG;3159803;BRA.13.692_1; 19.872 ;0,71;0,718;0,865;0,576;0,296;0,172;0,375;0,34; 0,705 ;;;;;
Lavrinhas/SP;SP;3526605;BRA.25.301_1; 7.311 ;0,729;0,665;0,823;0,707;0,296;0,177;0,334;0,378; 0,806 ;;;;;
Júlio Mesquita/SP;SP;3525805;BRA.25.292_1; 4.800 ;0,716;0,659;0,813;0,686;0,296;0,271;0,343;0,274; 0,739 ;;;;;
Cajobi/SP;SP;3509304;BRA.25.105_1; 10.596 ;0,734;0,714;0,822;0,674;0,296;0,401;0,278;0,209; 0,831 ;;;;;
Capela do Alto/SP;SP;3510302;BRA.25.118_1; 20.985 ;0,699;0,673;0,823;0,617;0,296;0,264;0,376;0,249; 0,646 ;;;;;
Flórida Paulista/SP;SP;3516002;BRA.25.185_1; 14.790 ;0,715;0,702;0,807;0,646;0,296;0,319;0,336;0,233; 0,733 ;;;;;
Sertão Santana/RS;RS;4320552;BRA.21.401_1; 6.537 ;0,689;0,737;0,832;0,534;0,296;0,103;0,342;0,443; 0,600 ;;;;;
Muitos Capões/RS;RS;4312617;BRA.21.251_1; 3.173 ;0,702;0,711;0,873;0,558;0,296;0,195;0,335;0,359; 0,664 ;;;;;
Uirapuru/GO;GO;5221577;BRA.9.233_1; 2.840 ;0,67;0,632;0,822;0,579;0,296;0,184;0,381;0,324; 0,516 ;;;;;
Miracema do Tocantins/TO;TO;1713205;BRA.27.74_1; 17.936 ;0,684;0,675;0,82;0,579;0,295;0,151;0,382;0,351; 0,576 ;;;;;
Madre de Deus/BA;BA;2919926;BRA.5.240_1; 21.432 ;0,708;0,67;0,794;0,667;0,295;0,14;0,335;0,409; 0,695 ;;;;;
Centralina/MG;MG;3115805;BRA.13.175_1; 10.346 ;0,678;0,654;0,853;0,558;0,295;0,187;0,342;0,356; 0,550 ;;;;;
Luminárias/MG;MG;3138708;BRA.13.449_1; 5.438 ;0,678;0,656;0,821;0,578;0,295;0,334;0,323;0,227; 0,550 ;;;;;
Pancas/ES;ES;3204005;BRA.8.54_1; 23.306 ;0,667;0,648;0,815;0,562;0,295;0,121;0,396;0,369; 0,504 ;;;;;
Pinheiros/ES;ES;3204104;BRA.8.56_1; 27.327 ;0,673;0,668;0,816;0,558;0,295;0,131;0,42;0,335; 0,529 ;;;;;
Jaguaré/ES;ES;3203056;BRA.8.39_1; 31.039 ;0,678;0,678;0,81;0,568;0,295;0,052;0,422;0,41; 0,550 ;;;;;
Areal/RJ;RJ;3300225;BRA.19.4_1; 12.669 ;0,684;0,686;0,823;0,566;0,295;0,215;0,353;0,317; 0,576 ;;;;;
Nilópolis/RJ;RJ;3303203;BRA.19.46_1; 162.693 ;0,753;0,731;0,817;0,716;0,295;0,403;0,238;0,243; 0,909 ;;;;;
Mogi das Cruzes/SP;SP;3530607;BRA.25.345_1; 450.785 ;0,783;0,762;0,851;0,74;0,295;0,382;0,253;0,25; 0,980 ;;;;;
Ribeirão Pires/SP;SP;3543303;BRA.25.488_1; 124.159 ;0,784;0,749;0,847;0,76;0,295;0,414;0,222;0,249; 0,980 ;;;;;
Sandovalina/SP;SP;3545506;BRA.25.513_1; 4.354 ;0,709;0,665;0,812;0,659;0,295;0,239;0,288;0,358; 0,701 ;;;;;
Santópolis do Aguapeí/SP;SP;3548401;BRA.25.543_1; 4.817 ;0,74;0,68;0,83;0,719;0,295;0,401;0,259;0,226; 0,857 ;;;;;
Tejupá/SP;SP;3554201;BRA.25.607_1; 4.491 ;0,668;0,668;0,794;0,563;0,295;0,177;0,383;0,324; 0,508 ;;;;;
Laranjeiras do Sul/PR;PR;4113304;BRA.16.188_1; 32.139 ;0,706;0,709;0,835;0,594;0,295;0,195;0,365;0,324; 0,684 ;;;;;
Arapuã/PR;PR;4101655;BRA.16.21_1; 3.009 ;0,676;0,638;0,828;0,584;0,295;0,087;0,344;0,455; 0,542 ;;;;;
Bandeirante/SC;SC;4202081;BRA.24.30_1; 2.648 ;0,672;0,675;0,795;0,565;0,295;0,177;0,327;0,381; 0,525 ;;;;;
Curvelândia/MT;MT;5103437;#N/A; 5.241 ;0,69;0,658;0,811;0,615;0,295;0,169;0,408;0,308; 0,605 ;;;;;
Itacurubi/RS;RS;4310553;BRA.21.200_1; 3.460 ;0,657;0,692;0,804;0,509;0,295;0,118;0,44;0,327; 0,463 ;;;;;
Ponte Branca/MT;MT;5106703;BRA.12.89_1; 1.550 ;0,686;0,684;0,806;0,585;0,295;0,091;0,395;0,4; 0,585 ;;;;;
Barra do Bugres/MT;MT;5101704;BRA.12.17_1; 35.307 ;0,693;0,684;0,818;0,595;0,295;0,182;0,41;0,293; 0,616 ;;;;;
Araguapaz/GO;GO;5202155;BRA.9.26_1; 7.783 ;0,674;0,696;0,814;0,54;0,295;0,076;0,352;0,458; 0,533 ;;;;;
Matrinchã/GO;GO;5212956;BRA.9.137_1; 4.336 ;0,679;0,651;0,84;0,572;0,295;0,15;0,31;0,424; 0,554 ;;;;;
Nazário/GO;GO;5214408;BRA.9.153_1; 9.260 ;0,71;0,702;0,808;0,631;0,295;0,199;0,339;0,348; 0,705 ;;;;;
Portelândia/GO;GO;5218102;BRA.9.187_1; 4.022 ;0,654;0,68;0,803;0,513;0,295;0,14;0,462;0,284; 0,451 ;;;;;
Colinas do Tocantins/TO;TO;1705508;BRA.27.38_1; 35.851 ;0,701;0,69;0,814;0,614;0,294;0,107;0,413;0,363; 0,658 ;;;;;
Currais Novos/RN;RN;2403103;BRA.20.34_1; 44.905 ;0,691;0,673;0,794;0,617;0,294;0,084;0,403;0,396; 0,608 ;;;;;
Santo Antônio de Jesus/BA;BA;2928703;BRA.5.350_1; 102.380 ;0,7;0,677;0,815;0,622;0,294;0,135;0,356;0,391; 0,652 ;;;;;
Guarani/MG;MG;3128402;BRA.13.326_1; 8.918 ;0,677;0,685;0,849;0,533;0,294;0,167;0,427;0,287; 0,546 ;;;;;
Taboão da Serra/SP;SP;3552809;BRA.25.590_1; 293.652 ;0,769;0,742;0,863;0,71;0,294;0,403;0,27;0,21; 0,955 ;;;;;
Santa Cecília do Pavão/PR;PR;4123204;BRA.16.323_1; 3.293 ;0,723;0,681;0,838;0,661;0,294;0,186;0,377;0,32; 0,776 ;;;;;
Cambará/PR;PR;4103602;BRA.16.53_1; 25.466 ;0,721;0,711;0,818;0,645;0,294;0,267;0,313;0,302; 0,766 ;;;;;
Água Doce/SC;SC;4200408;BRA.24.5_1; 7.152 ;0,698;0,724;0,82;0,574;0,294;0,19;0,365;0,328; 0,641 ;;;;;
Passa Sete/RS;RS;4314068;BRA.21.286_1; 5.747 ;0,622;0,639;0,782;0,482;0,294;0,183;0,376;0,324; 0,338 ;;;;;
Arroio Grande/RS;RS;4301305;BRA.21.23_1; 18.238 ;0,657;0,673;0,807;0,522;0,294;0,136;0,423;0,323; 0,463 ;;;;;
Mata/RS;RS;4312104;BRA.21.235_1; 4.797 ;0,656;0,66;0,807;0,529;0,294;0,11;0,433;0,34; 0,459 ;;;;;
Dezesseis de Novembro/RS;RS;4306353;BRA.21.119_1; 2.378 ;0,654;0,625;0,809;0,553;0,294;0,038;0,324;0,521; 0,451 ;;;;;
Anaurilândia/MS;MS;5000807;BRA.11.5_1; 9.076 ;0,67;0,676;0,826;0,538;0,294;0,144;0,387;0,35; 0,516 ;;;;;
Davinópolis/GO;GO;5206909;BRA.9.77_1; 2.094 ;0,716;0,702;0,862;0,606;0,294;0,253;0,231;0,398; 0,739 ;;;;;
Jandaia/GO;GO;5211701;BRA.9.123_1; 6.025 ;0,707;0,69;0,821;0,625;0,294;0,282;0,258;0,342; 0,691 ;;;;;
Paraúna/GO;GO;5216403;BRA.9.175_1; 10.980 ;0,672;0,687;0,807;0,547;0,294;0,137;0,434;0,311; 0,525 ;;;;;
Brasília/DF;DF;5300108;BRA.7.1_1; 3.055.149 ;0,824;0,863;0,873;0,742;0,294;0,412;0,265;0,204; 0,998 ;;;;;
Ibituruna/MG;MG;3130002;BRA.13.343_1; 2.996 ;0,675;0,639;0,823;0,584;0,293;0,127;0,407;0,345; 0,537 ;;;;;
Oratórios/MG;MG;3145851;BRA.13.539_1; 4.663 ;0,637;0,627;0,824;0,5;0,293;0,178;0,365;0,335; 0,393 ;;;;;
Ressaquinha/MG;MG;3154408;BRA.13.637_1; 4.817 ;0,683;0,638;0,834;0,599;0,293;0,21;0,317;0,351; 0,571 ;;;;;
Serrania/MG;MG;3166907;BRA.13.788_1; 7.668 ;0,677;0,655;0,833;0,569;0,293;0,123;0,484;0,272; 0,546 ;;;;;
São Bento Abade/MG;MG;3160801;BRA.13.711_1; 5.349 ;0,672;0,651;0,801;0,581;0,293;0,201;0,391;0,286; 0,525 ;;;;;
Pinheiral/RJ;RJ;3303955;BRA.19.55_1; 25.364 ;0,715;0,709;0,801;0,643;0,293;0,172;0,387;0,321; 0,733 ;;;;;
Mombuca/SP;SP;3530904;BRA.25.348_1; 3.508 ;0,719;0,746;0,82;0,607;0,293;0,248;0,345;0,287; 0,755 ;;;;;
Conselheiro Mairinck/PR;PR;4106100;BRA.16.84_1; 3.876 ;0,707;0,675;0,806;0,65;0,293;0,168;0,334;0,376; 0,691 ;;;;;
Pontão/RS;RS;4314779;BRA.21.302_1; 3.901 ;0,725;0,708;0,864;0,623;0,293;0,27;0,284;0,324; 0,786 ;;;;;
Novo Tiradentes/RS;RS;4313441;BRA.21.274_1; 2.200 ;0,676;0,679;0,805;0,566;0,293;0,184;0,321;0,374; 0,542 ;;;;;
Campos Borges/RS;RS;4304101;BRA.21.69_1; 3.295 ;0,708;0,704;0,819;0,616;0,293;0,26;0,308;0,312; 0,695 ;;;;;
Goianápolis/GO;GO;5208400;BRA.9.90_1; 11.224 ;0,703;0,678;0,825;0,62;0,293;0,167;0,346;0,367; 0,669 ;;;;;
Natal/RN;RN;2408102;BRA.20.88_1; 890.480 ;0,763;0,768;0,835;0,694;0,292;0,287;0,306;0,284; 0,940 ;;;;;
Martinho Campos/MG;MG;3140506;BRA.13.469_1; 13.443 ;0,669;0,688;0,844;0,515;0,292;0,192;0,377;0,308; 0,512 ;;;;;
Nova Era/MG;MG;3144706;BRA.13.522_1; 17.551 ;0,709;0,675;0,825;0,639;0,292;0,219;0,305;0,353; 0,701 ;;;;;
Olaria/MG;MG;3145406;BRA.13.533_1; 1.720 ;0,636;0,638;0,823;0,49;0,292;0,153;0,38;0,344; 0,390 ;;;;;
Cubatão/SP;SP;3513504;BRA.25.150_1; 131.626 ;0,737;0,716;0,821;0,681;0,292;0,247;0,334;0,294; 0,842 ;;;;;
Campo Limpo Paulista/SP;SP;3509601;BRA.25.109_1; 85.541 ;0,769;0,733;0,84;0,739;0,292;0,406;0,248;0,221; 0,955 ;;;;;
Itambaracá/PR;PR;4111001;BRA.16.161_1; 6.549 ;0,694;0,664;0,789;0,639;0,292;0,241;0,326;0,31; 0,622 ;;;;;
Bom Jardim da Serra/SC;SC;4202503;BRA.24.39_1; 4.772 ;0,696;0,71;0,835;0,568;0,292;0,251;0,335;0,289; 0,630 ;;;;;
Britânia/GO;GO;5203807;#N/A; 5.797 ;0,672;0,692;0,802;0,546;0,292;0,1;0,41;0,366; 0,525 ;;;;;
Ipiranga de Goiás/GO;GO;5210158;#N/A; 2.893 ;0,696;0,643;0,816;0,642;0,292;0,234;0,322;0,321; 0,630 ;;;;;
União do Sul/MT;MT;5108303;BRA.12.123_1; 3.490 ;0,665;0,665;0,797;0,556;0,292;0,172;0,396;0,309; 0,496 ;;;;;
Nova Veneza/GO;GO;5215009;BRA.9.162_1; 10.018 ;0,718;0,671;0,837;0,66;0,292;0,276;0,285;0,316; 0,749 ;;;;;
Apiacás/MT;MT;5100805;BRA.12.9_1; 10.283 ;0,675;0,666;0,809;0,57;0,292;0,12;0,441;0,314; 0,537 ;;;;;
Abadia de Goiás/GO;GO;5200050;BRA.9.1_1; 8.958 ;0,708;0,687;0,83;0,622;0,292;0,279;0,318;0,278; 0,695 ;;;;;
Pau dos Ferros/RN;RN;2409407;BRA.20.101_1; 30.600 ;0,678;0,666;0,803;0,584;0,291;0,108;0,393;0,371; 0,550 ;;;;;
Patos/PB;PB;2510808;BRA.15.135_1; 108.192 ;0,701;0,667;0,821;0,628;0,291;0,068;0,393;0,411; 0,658 ;;;;;
Itapemirim/ES;ES;3202801;BRA.8.36_1; 34.656 ;0,654;0,64;0,808;0,54;0,291;0,073;0,445;0,354; 0,451 ;;;;;
São Paulo/SP;SP;3550308;BRA.25.564_1; 12.325.232 ;0,805;0,843;0,855;0,725;0,291;0,405;0,257;0,212; 0,994 ;;;;;
Nova Esperança/PR;PR;4116901;BRA.16.236_1; 27.984 ;0,722;0,723;0,829;0,628;0,291;0,349;0,308;0,215; 0,772 ;;;;;
Salto do Itararé/PR;PR;4122909;BRA.16.320_1; 4.898 ;0,704;0,661;0,836;0,631;0,291;0,218;0,281;0,373; 0,674 ;;;;;
Novo Barreiro/RS;RS;4313490;BRA.21.270_1; 4.175 ;0,706;0,734;0,808;0,594;0,291;0,124;0,312;0,438; 0,684 ;;;;;
Bossoroca/RS;RS;4302501;BRA.21.49_1; 6.205 ;0,692;0,665;0,821;0,608;0,291;0,062;0,404;0,408; 0,611 ;;;;;
Pedro Gomes/MS;MS;5006408;BRA.11.58_1; 7.621 ;0,671;0,672;0,801;0,562;0,291;0,11;0,421;0,341; 0,521 ;;;;;
Goiânia/GO;GO;5208707;BRA.9.93_1; 1.536.097 ;0,799;0,824;0,838;0,739;0,291;0,412;0,263;0,198; 0,991 ;;;;;
Abaeté/MG;MG;3100203;BRA.13.2_1; 23.250 ;0,698;0,72;0,848;0,556;0,29;0,231;0,334;0,305; 0,641 ;;;;;
Claraval/MG;MG;3116407;BRA.13.183_1; 4.853 ;0,698;0,687;0,848;0,584;0,29;0,255;0,323;0,293; 0,641 ;;;;;
Estrela do Indaiá/MG;MG;3124708;BRA.13.279_1; 3.491 ;0,676;0,679;0,875;0,521;0,29;0,081;0,417;0,371; 0,542 ;;;;;
Lagoa Dourada/MG;MG;3137403;BRA.13.430_1; 13.063 ;0,676;0,672;0,828;0,554;0,29;0,192;0,343;0,336; 0,542 ;;;;;
Monte Alegre de Minas/MG;MG;3142809;BRA.13.497_1; 21.236 ;0,674;0,699;0,848;0,516;0,29;0,14;0,406;0,325; 0,533 ;;;;;
Presidente Bernardes/MG;MG;3153103;BRA.13.624_1; 5.341 ;0,632;0,603;0,804;0,521;0,29;0,112;0,375;0,384; 0,376 ;;;;;
Santana do Riacho/MG;MG;3159001;BRA.13.701_1; 4.315 ;0,665;0,641;0,834;0,551;0,29;0,106;0,365;0,4; 0,496 ;;;;;
Santos Dumont/MG;MG;3160702;BRA.13.710_1; 46.421 ;0,741;0,688;0,847;0,697;0,29;0,221;0,31;0,339; 0,863 ;;;;;
Soledade de Minas/MG;MG;3167806;BRA.13.799_1; 6.189 ;0,697;0,673;0,831;0,606;0,29;0,216;0,355;0,299; 0,635 ;;;;;
Tupaciguara/MG;MG;3169604;BRA.13.820_1; 25.398 ;0,719;0,711;0,863;0,605;0,29;0,142;0,369;0,36; 0,755 ;;;;;
Marataízes/ES;ES;3203320;BRA.8.45_1; 38.883 ;0,696;0,676;0,847;0,588;0,29;0,137;0,357;0,375; 0,630 ;;;;;
Barra de São Francisco/ES;ES;3200904;BRA.8.11_1; 44.979 ;0,683;0,673;0,815;0,58;0,29;0,106;0,368;0,397; 0,571 ;;;;;
Rio de Janeiro/RJ;RJ;3304557;BRA.19.67_1; 6.747.815 ;0,799;0,84;0,845;0,719;0,29;0,407;0,261;0,203; 0,991 ;;;;;
Santa Maria Madalena/RJ;RJ;3304607;BRA.19.68_1; 10.392 ;0,668;0,672;0,797;0,556;0,29;0,191;0,345;0,334; 0,508 ;;;;;
Petrópolis/RJ;RJ;3303906;BRA.19.54_1; 306.678 ;0,745;0,763;0,847;0,639;0,29;0,341;0,298;0,231; 0,880 ;;;;;
Pinhal de São Bento/PR;PR;4119251;BRA.16.269_1; 2.737 ;0,695;0,669;0,801;0,626;0,29;0,24;0,257;0,372; 0,626 ;;;;;
Irineópolis/SC;SC;4207908;BRA.24.124_1; 11.289 ;0,699;0,72;0,836;0,567;0,29;0,153;0,412;0,305; 0,646 ;;;;;
Capão do Leão/RS;RS;4304663;BRA.21.77_1; 25.409 ;0,637;0,662;0,814;0,48;0,29;0,096;0,455;0,319; 0,393 ;;;;;
Juara/MT;MT;5105101;BRA.12.53_1; 35.121 ;0,682;0,699;0,836;0,543;0,29;0,13;0,436;0,305; 0,566 ;;;;;
Cáceres/MT;MT;5102504;BRA.12.20_1; 94.861 ;0,708;0,691;0,813;0,633;0,29;0,158;0,362;0,351; 0,695 ;;;;;
Aparecida do Rio Doce/GO;GO;5201454;BRA.9.21_1; 2.474 ;0,693;0,7;0,814;0,583;0,29;0,014;0,476;0,38; 0,616 ;;;;;
Piracanjuba/GO;GO;5217104;BRA.9.179_1; 24.548 ;0,721;0,72;0,87;0,599;0,29;0,204;0,329;0,338; 0,766 ;;;;;
Lapa/PR;PR;4113205;#N/A; 48.410 ;0,706;0,696;0,848;0,595;0,289;0,255;0,332;0,281; 0,684 ;;;;;
Itaguaí/RJ;RJ;3302007;BRA.19.30_1; 134.819 ;0,715;0,703;0,814;0,638;0,289;0,195;0,34;0,331; 0,733 ;;;;;
Macaubal/SP;SP;3528106;BRA.25.317_1; 8.147 ;0,743;0,72;0,844;0,676;0,289;0,366;0,244;0,257; 0,871 ;;;;;
Sales/SP;SP;3544806;BRA.25.507_1; 6.407 ;0,751;0,708;0,859;0,697;0,289;0,337;0,288;0,243; 0,901 ;;;;;
Santa Cruz das Palmeiras/SP;SP;3546306;BRA.25.521_1; 34.737 ;0,728;0,746;0,815;0,635;0,289;0,276;0,393;0,198; 0,801 ;;;;;
Jaguariaíva/PR;PR;4112009;BRA.16.173_1; 35.027 ;0,743;0,698;0,859;0,684;0,289;0,239;0,341;0,286; 0,871 ;;;;;
Alpestre/RS;RS;4300505;BRA.21.7_1; 6.067 ;0,671;0,7;0,795;0,543;0,289;0,136;0,289;0,441; 0,521 ;;;;;
Vila Nova do Sul/RS;RS;4323457;BRA.21.462_1; 4.277 ;0,662;0,645;0,827;0,544;0,289;0,063;0,427;0,378; 0,484 ;;;;;
Doutor Ricardo/RS;RS;4306759;BRA.21.129_1; 1.975 ;0,724;0,749;0,855;0,593;0,289;0,295;0,241;0,332; 0,781 ;;;;;
Caiapônia/GO;GO;5204409;BRA.9.48_1; 19.107 ;0,693;0,701;0,808;0,588;0,289;0,119;0,38;0,367; 0,616 ;;;;;
Leopoldo de Bulhões/GO;GO;5212303;BRA.9.130_1; 7.651 ;0,659;0,665;0,812;0,529;0,289;0,131;0,409;0,327; 0,470 ;;;;;
Teresina/PI;PI;2211001;BRA.18.213_1; 868.075 ;0,751;0,731;0,82;0,707;0,288;0,227;0,311;0,325; 0,901 ;;;;;
Cristina/MG;MG;3120508;BRA.13.228_1; 10.226 ;0,668;0,645;0,842;0,55;0,288;0,125;0,345;0,393; 0,508 ;;;;;
Natércia/MG;MG;3144409;BRA.13.517_1; 4.728 ;0,693;0,677;0,805;0,612;0,288;0,327;0,268;0,268; 0,616 ;;;;;
Volta Grande/MG;MG;3172103;BRA.13.853_1; 5.261 ;0,669;0,669;0,841;0,531;0,288;0,164;0,406;0,294; 0,512 ;;;;;
Iúna/ES;ES;3203007;BRA.8.38_1; 29.290 ;0,666;0,665;0,829;0,537;0,288;0,079;0,414;0,372; 0,501 ;;;;;
Unaí/MG;MG;3170404;BRA.13.829_1; 84.930 ;0,736;0,723;0,847;0,651;0,288;0,223;0,33;0,311; 0,839 ;;;;;
Terra Roxa/SP;SP;3554409;BRA.25.609_1; 9.437 ;0,749;0,732;0,838;0,684;0,288;0,401;0,287;0,177; 0,895 ;;;;;
Araruama/RJ;RJ;3300209;BRA.19.3_1; 134.293 ;0,718;0,714;0,839;0,617;0,288;0,221;0,317;0,327; 0,749 ;;;;;
Campo Belo do Sul/SC;SC;4203402;BRA.24.54_1; 6.952 ;0,641;0,648;0,768;0,528;0,288;0,079;0,409;0,377; 0,408 ;;;;;
Pirapó/RS;RS;4314555;BRA.21.298_1; 2.254 ;0,669;0,656;0,824;0,553;0,288;0,032;0,372;0,461; 0,512 ;;;;;
Arroio dos Ratos/RS;RS;4301107;BRA.21.22_1; 14.177 ;0,698;0,7;0,833;0,583;0,288;0,21;0,352;0,303; 0,641 ;;;;;
Nova Canaã do Norte/MT;MT;5106216;BRA.12.69_1; 12.831 ;0,686;0,692;0,815;0,572;0,288;0,115;0,366;0,383; 0,585 ;;;;;
Aracaju/SE;SE;2800308;BRA.26.3_1; 664.908 ;0,77;0,784;0,823;0,708;0,287;0,26;0,311;0,289; 0,957 ;;;;;
Campos Gerais/MG;MG;3111606;BRA.13.127_1; 28.842 ;0,682;0,666;0,821;0,58;0,287;0,205;0,346;0,309; 0,566 ;;;;;
