city_name;UF;ibge_cod;GADM_GID_2;pop_2020;MHDI_tot;MHDI_long;MHDI_edu;MHDI_inc;SVI_tot;SVI_inf;SVI_hum;SVI_wrk;MHDI_quantiles;;MHDI quartiles;;SVI quartiles;
São Pedro do Paraná/PR;PR;4125902;BRA.16.359_1; 2.289 ;0,704;0,678;0,836;0,616;0,205;0,071;0,32;0,225; 0,674 ;;;;;
Fraiburgo/SC;SC;4205506;BRA.24.92_1; 36.584 ;0,731;0,712;0,86;0,637;0,205;0,076;0,301;0,237; 0,816 ;;;;;
Serra Alta/SC;SC;4217550;BRA.24.261_1; 3.256 ;0,773;0,758;0,879;0,694;0,205;0,028;0,249;0,339; 0,962 ;;;;;
Arroio do Sal/RS;RS;4301057;BRA.21.20_1; 10.279 ;0,74;0,74;0,844;0,649;0,205;0,048;0,29;0,277; 0,857 ;;;;;
Cândido Godói/RS;RS;4304309;BRA.21.71_1; 6.151 ;0,728;0,72;0,853;0,627;0,205;0,03;0,195;0,39; 0,801 ;;;;;
Nova Aurora/GO;GO;5214804;BRA.9.157_1; 2.222 ;0,747;0,703;0,849;0,697;0,205;0,003;0,31;0,303; 0,887 ;;;;;
Barroso/MG;MG;3105905;BRA.13.62_1; 20.897 ;0,734;0,675;0,864;0,678;0,204;0,016;0,246;0,35; 0,831 ;;;;;
Borda da Mata/MG;MG;3108305;BRA.13.88_1; 19.614 ;0,73;0,703;0,865;0,64;0,204;0,03;0,313;0,27; 0,811 ;;;;;
Coqueiral/MG;MG;3118700;BRA.13.208_1; 9.128 ;0,694;0,663;0,838;0,601;0,204;0,013;0,308;0,292; 0,622 ;;;;;
Santa Cruz de Minas/MG;MG;3157336;BRA.13.673_1; 8.664 ;0,706;0,66;0,839;0,636;0,204;0,013;0,309;0,289; 0,684 ;;;;;
Timóteo/MG;MG;3168705;BRA.13.809_1; 90.568 ;0,77;0,737;0,836;0,742;0,204;0,083;0,242;0,286; 0,957 ;;;;;
Arraial do Cabo/RJ;RJ;3300258;BRA.19.6_1; 30.593 ;0,733;0,722;0,805;0,677;0,204;0,044;0,252;0,317; 0,826 ;;;;;
Caraguatatuba/SP;SP;3510500;BRA.25.120_1; 123.389 ;0,759;0,735;0,845;0,705;0,204;0,104;0,265;0,242; 0,928 ;;;;;
Atibaia/SP;SP;3504107;BRA.25.48_1; 144.088 ;0,765;0,786;0,851;0,67;0,204;0,132;0,269;0,21; 0,945 ;;;;;
Matelândia/PR;PR;4115606;BRA.16.218_1; 18.107 ;0,725;0,715;0,831;0,642;0,204;0,057;0,278;0,278; 0,786 ;;;;;
Kaloré/PR;PR;4113106;BRA.16.186_1; 4.047 ;0,721;0,673;0,848;0,657;0,204;0,001;0,278;0,332; 0,766 ;;;;;
Jaguapitã/PR;PR;4111902;BRA.16.172_1; 13.742 ;0,715;0,714;0,834;0,615;0,204;0,091;0,27;0,25; 0,733 ;;;;;
Esperança Nova/PR;PR;4107520;BRA.16.108_1; 1.665 ;0,689;0,69;0,799;0,594;0,204;0,044;0,237;0,332; 0,600 ;;;;;
São Bonifácio/SC;SC;4215901;BRA.24.239_1; 2.814 ;0,731;0,729;0,86;0,622;0,204;0,055;0,18;0,377; 0,816 ;;;;;
São João Batista/SC;SC;4216305;BRA.24.244_1; 38.583 ;0,74;0,739;0,865;0,634;0,204;0,095;0,319;0,197; 0,857 ;;;;;
Campina das Missões/RS;RS;4303707;BRA.21.64_1; 5.398 ;0,738;0,698;0,849;0,677;0,204;0,026;0,207;0,38; 0,847 ;;;;;
Dom Pedro de Alcântara/RS;RS;4306551;BRA.21.126_1; 2.527 ;0,691;0,697;0,82;0,577;0,204;0,081;0,298;0,232; 0,608 ;;;;;
Centenário/RS;RS;4305116;BRA.21.89_1; 2.877 ;0,701;0,707;0,856;0,569;0,204;0,042;0,229;0,341; 0,658 ;;;;;
Rialma/GO;GO;5218607;BRA.9.191_1; 10.940 ;0,727;0,698;0,827;0,667;0,204;0,048;0,278;0,286; 0,796 ;;;;;
Antônio Prado de Minas/MG;MG;3103108;BRA.13.34_1; 1.587 ;0,684;0,674;0,83;0,572;0,203;0;0,312;0,297; 0,576 ;;;;;
Iguatama/MG;MG;3130309;BRA.13.347_1; 7.923 ;0,707;0,695;0,825;0,616;0,203;0,051;0,313;0,244; 0,691 ;;;;;
Pirapetinga/MG;MG;3151107;BRA.13.602_1; 10.772 ;0,709;0,68;0,841;0,624;0,203;0,053;0,272;0,284; 0,701 ;;;;;
Jundiaí/SP;SP;3525904;BRA.25.294_1; 423.006 ;0,822;0,834;0,866;0,768;0,203;0,249;0,201;0,158; 0,998 ;;;;;
São Pedro/SP;SP;3550407;BRA.25.566_1; 35.980 ;0,755;0,741;0,863;0,674;0,203;0,076;0,319;0,213; 0,916 ;;;;;
Vargem/SP;SP;3556354;BRA.25.635_1; 10.692 ;0,699;0,69;0,839;0,591;0,203;0,062;0,303;0,244; 0,646 ;;;;;
Alambari/SP;SP;3500758;BRA.25.9_1; 6.129 ;0,712;0,682;0,805;0,658;0,203;0,066;0,276;0,266; 0,717 ;;;;;
Cedral/SP;SP;3511300;BRA.25.128_1; 9.346 ;0,766;0,749;0,872;0,689;0,203;0,224;0,194;0,191; 0,948 ;;;;;
Tupãssi/PR;PR;4127957;BRA.16.387_1; 8.109 ;0,73;0,721;0,83;0,649;0,203;0,035;0,262;0,312; 0,811 ;;;;;
Passo de Torres/SC;SC;4212254;BRA.24.188_1; 9.048 ;0,72;0,695;0,869;0,618;0,203;0,03;0,306;0,274; 0,761 ;;;;;
Relvado/RS;RS;4315453;BRA.21.319_1; 2.079 ;0,731;0,765;0,868;0,588;0,203;0,025;0,21;0,374; 0,816 ;;;;;
Colorado/RS;RS;4305603;BRA.21.104_1; 3.130 ;0,758;0,775;0,835;0,674;0,203;0,108;0,222;0,278; 0,924 ;;;;;
São Miguel do Passa Quatro/GO;GO;5220264;BRA.9.217_1; 4.082 ;0,697;0,681;0,802;0,619;0,203;0,005;0,297;0,308; 0,635 ;;;;;
Itamarati de Minas/MG;MG;3132602;BRA.13.373_1; 4.375 ;0,688;0,677;0,841;0,572;0,202;0,073;0,279;0,253; 0,595 ;;;;;
João Monlevade/MG;MG;3136207;BRA.13.414_1; 80.416 ;0,758;0,724;0,849;0,708;0,202;0,069;0,256;0,282; 0,924 ;;;;;
Ipiranga do Norte/MT;MT;5104526;#N/A; 7.920 ;0,727;0,742;0,807;0,642;0,202;0,005;0,382;0,218; 0,796 ;;;;;
Roseira/SP;SP;3544301;BRA.25.500_1; 10.801 ;0,737;0,691;0,823;0,704;0,202;0,05;0,293;0,262; 0,842 ;;;;;
Indiaporã/SP;SP;3520707;BRA.25.238_1; 3.886 ;0,751;0,714;0,835;0,71;0,202;0,105;0,212;0,289; 0,901 ;;;;;
São Sebastião da Grama/SP;SP;3550803;BRA.25.568_1; 12.159 ;0,701;0,689;0,82;0,609;0,202;0,07;0,314;0,221; 0,658 ;;;;;
Brodowski/SP;SP;3507803;BRA.25.90_1; 25.277 ;0,755;0,738;0,864;0,675;0,202;0,183;0,234;0,189; 0,916 ;;;;;
Barra Velha/SC;SC;4202107;BRA.24.32_1; 29.860 ;0,738;0,735;0,857;0,639;0,202;0,054;0,333;0,219; 0,847 ;;;;;
Sombrio/SC;SC;4217709;BRA.24.263_1; 30.733 ;0,728;0,729;0,858;0,617;0,202;0,095;0,277;0,235; 0,801 ;;;;;
Xaxim/SC;SC;4219705;BRA.24.292_1; 28.983 ;0,752;0,737;0,871;0,662;0,202;0,03;0,303;0,272; 0,905 ;;;;;
Osório/RS;RS;4313508;BRA.21.275_1; 46.414 ;0,751;0,769;0,853;0,646;0,202;0,09;0,286;0,23; 0,901 ;;;;;
Vale Real/RS;RS;4322541;BRA.21.448_1; 5.981 ;0,737;0,739;0,85;0,636;0,202;0,197;0,209;0,2; 0,842 ;;;;;
Pires do Rio/GO;GO;5217401;BRA.9.182_1; 31.686 ;0,744;0,719;0,88;0,65;0,202;0,082;0,268;0,257; 0,875 ;;;;;
Maripá de Minas/MG;MG;3140209;BRA.13.466_1; 2.987 ;0,68;0,668;0,847;0,555;0,201;0,062;0,323;0,219; 0,557 ;;;;;
Sacramento/MG;MG;3156908;BRA.13.664_1; 26.374 ;0,732;0,726;0,871;0,619;0,201;0,065;0,292;0,246; 0,821 ;;;;;
São João Del Rei/MG;MG;3162500;BRA.13.733_1; 90.497 ;0,758;0,733;0,86;0,69;0,201;0,119;0,235;0,249; 0,924 ;;;;;
Nova Friburgo/RJ;RJ;3303401;BRA.19.48_1; 191.158 ;0,745;0,758;0,846;0,645;0,201;0,162;0,248;0,194; 0,880 ;;;;;
Jaborandi/SP;SP;3524204;BRA.25.276_1; 6.946 ;0,711;0,679;0,845;0,627;0,201;0,073;0,3;0,231; 0,713 ;;;;;
Orlândia/SP;SP;3534302;BRA.25.388_1; 44.360 ;0,78;0,765;0,882;0,703;0,201;0,146;0,243;0,214; 0,975 ;;;;;
Piratininga/SP;SP;3539400;BRA.25.443_1; 13.765 ;0,779;0,762;0,859;0,723;0,201;0,217;0,224;0,163; 0,974 ;;;;;
Santo Antônio da Alegria/SP;SP;3547908;BRA.25.538_1; 6.977 ;0,702;0,69;0,83;0,604;0,201;0,067;0,329;0,208; 0,664 ;;;;;
Bilac/SP;SP;3506409;BRA.25.73_1; 8.117 ;0,768;0,743;0,845;0,722;0,201;0,172;0,255;0,177; 0,952 ;;;;;
Bandeirantes/PR;PR;4102406;BRA.16.31_1; 31.211 ;0,727;0,714;0,819;0,658;0,201;0,058;0,285;0,261; 0,796 ;;;;;
Balneário Piçarras/SC;SC;4212809;BRA.24.195_1; 23.772 ;0,756;0,745;0,869;0,668;0,201;0,043;0,351;0,208; 0,918 ;;;;;
Paverama/RS;RS;4314159;BRA.21.289_1; 8.515 ;0,683;0,701;0,84;0,541;0,201;0,09;0,272;0,241; 0,571 ;;;;;
Novo Hamburgo/RS;RS;4313409;BRA.21.272_1; 247.032 ;0,747;0,778;0,852;0,629;0,201;0,1;0,314;0,188; 0,887 ;;;;;
Lindolfo Collor/RS;RS;4311627;BRA.21.222_1; 6.125 ;0,712;0,712;0,842;0,601;0,201;0,173;0,289;0,14; 0,717 ;;;;;
Sinop/MT;MT;5107909;BRA.12.116_1; 146.005 ;0,754;0,755;0,832;0,682;0,201;0,088;0,319;0,197; 0,912 ;;;;;
Alto Taquari/MT;MT;5100607;BRA.12.8_1; 11.133 ;0,705;0,736;0,833;0,571;0,201;0,056;0,386;0,162; 0,681 ;;;;;
Iporá/GO;GO;5210208;BRA.9.110_1; 31.499 ;0,743;0,731;0,84;0,667;0,201;0,071;0,251;0,282; 0,871 ;;;;;
Florianópolis/SC;SC;4205407;BRA.24.88_1; 508.826 ;0,847;0,87;0,873;0,8;0,201;0,294;0,185;0,124; 0,99900 ;;;;;
Santa Fé de Goiás/GO;GO;5219258;BRA.10.161_1; 5.523 ;0,713;0,703;0,847;0,608;0,201;0,022;0,321;0,261; 0,722 ;;;;;
Muzambinho/MG;MG;3144102;BRA.13.512_1; 20.545 ;0,74;0,723;0,859;0,652;0,2;0,08;0,273;0,248; 0,857 ;;;;;
São João Nepomuceno/MG;MG;3162906;BRA.13.740_1; 26.447 ;0,708;0,696;0,85;0,6;0,2;0,08;0,289;0,232; 0,695 ;;;;;
Quatis/RJ;RJ;3304128;BRA.19.59_1; 14.435 ;0,69;0,676;0,806;0,603;0,2;0,003;0,329;0,268; 0,605 ;;;;;
Inúbia Paulista/SP;SP;3520806;BRA.25.239_1; 4.019 ;0,759;0,688;0,849;0,75;0,2;0,091;0,254;0,254; 0,928 ;;;;;
Olímpia/SP;SP;3533908;BRA.25.384_1; 55.130 ;0,773;0,737;0,867;0,724;0,2;0,131;0,27;0,2; 0,962 ;;;;;
Santa Rita do Passa Quatro/SP;SP;3547502;BRA.25.531_1; 27.600 ;0,775;0,764;0,887;0,686;0,2;0,155;0,231;0,213; 0,967 ;;;;;
Iporã do Oeste/SC;SC;4207650;BRA.24.118_1; 9.045 ;0,759;0,743;0,847;0,695;0,2;0,054;0,211;0,334; 0,928 ;;;;;
São Francisco do Sul/SC;SC;4216206;BRA.24.243_1; 53.746 ;0,762;0,74;0,856;0,699;0,2;0,132;0,229;0,24; 0,937 ;;;;;
Canela/RS;RS;4304408;BRA.21.73_1; 45.488 ;0,748;0,738;0,849;0,667;0,2;0,087;0,333;0,181; 0,892 ;;;;;
Maratá/RS;RS;4311791;BRA.21.229_1; 2.702 ;0,697;0,729;0,862;0,54;0,2;0,134;0,216;0,251; 0,635 ;;;;;
Paulo Bento/RS;RS;4314134;#N/A; 2.299 ;0,71;0,73;0,858;0,571;0,2;0,003;0,296;0,301; 0,705 ;;;;;
Nova Serrana/MG;MG;3145208;BRA.13.528_1; 105.520 ;0,715;0,709;0,864;0,597;0,199;0,036;0,338;0,224; 0,733 ;;;;;
Castelo/ES;ES;3201407;BRA.8.17_1; 37.747 ;0,726;0,703;0,852;0,639;0,199;0,007;0,297;0,293; 0,792 ;;;;;
Laranjal Paulista/SP;SP;3526407;BRA.25.299_1; 28.785 ;0,729;0,732;0,829;0,639;0,199;0,148;0,26;0,188; 0,806 ;;;;;
Nova Luzitânia/SP;SP;3533304;BRA.25.377_1; 4.160 ;0,743;0,705;0,808;0,719;0,199;0,101;0,277;0,218; 0,871 ;;;;;
Osvaldo Cruz/SP;SP;3534609;BRA.25.391_1; 33.000 ;0,762;0,74;0,837;0,713;0,199;0,102;0,261;0,233; 0,937 ;;;;;
Jussara/PR;PR;4113007;BRA.16.185_1; 7.041 ;0,718;0,716;0,835;0,619;0,199;0,061;0,308;0,228; 0,749 ;;;;;
Dois Vizinhos/PR;PR;4107207;BRA.16.101_1; 41.038 ;0,767;0,747;0,85;0,711;0,199;0,052;0,257;0,289; 0,951 ;;;;;
Blumenau/SC;SC;4202404;BRA.24.37_1; 361.855 ;0,806;0,812;0,894;0,722;0,199;0,272;0,207;0,119; 0,995 ;;;;;
Vidal Ramos/SC;SC;4219200;BRA.24.286_1; 6.329 ;0,7;0,728;0,802;0,588;0,199;0,009;0,316;0,271; 0,652 ;;;;;
Witmarsum/SC;SC;4219408;BRA.24.289_1; 3.998 ;0,71;0,739;0,87;0,557;0,199;0,103;0,228;0,265; 0,705 ;;;;;
Campinas do Sul/RS;RS;4303806;BRA.21.65_1; 5.438 ;0,76;0,753;0,842;0,691;0,199;0,035;0,27;0,292; 0,931 ;;;;;
Ijuí/RS;RS;4310207;BRA.21.190_1; 83.764 ;0,781;0,786;0,858;0,707;0,199;0,139;0,238;0,219; 0,977 ;;;;;
Getúlio Vargas/RS;RS;4308904;BRA.21.168_1; 16.184 ;0,746;0,747;0,843;0,658;0,199;0,154;0,214;0,228; 0,883 ;;;;;
Bozano/RS;RS;4302584;#N/A; 2.111 ;0,745;0,773;0,853;0,628;0,199;0,012;0,235;0,351; 0,880 ;;;;;
São Luís de Montes Belos/GO;GO;5220108;BRA.9.214_1; 34.157 ;0,731;0,721;0,809;0,67;0,199;0,037;0,282;0,278; 0,816 ;;;;;
Bandeira do Sul/MG;MG;3105301;BRA.13.57_1; 5.778 ;0,692;0,681;0,802;0,608;0,198;0,027;0,32;0,247; 0,611 ;;;;;
Monsenhor Paulo/MG;MG;3142601;BRA.13.495_1; 8.727 ;0,721;0,682;0,839;0,654;0,198;0,078;0,316;0,201; 0,766 ;;;;;
Itirapuã/SP;SP;3523701;BRA.25.271_1; 6.543 ;0,707;0,673;0,826;0,636;0,198;0,066;0,295;0,232; 0,691 ;;;;;
Mira Estrela/SP;SP;3530003;BRA.25.338_1; 3.106 ;0,743;0,697;0,806;0,731;0,198;0,062;0,26;0,272; 0,871 ;;;;;
Santa Cruz do Rio Pardo/SP;SP;3546405;BRA.25.522_1; 47.943 ;0,762;0,744;0,867;0,686;0,198;0,12;0,261;0,212; 0,937 ;;;;;
Vista Alegre do Alto/SP;SP;3556909;BRA.25.640_1; 8.989 ;0,744;0,726;0,84;0,676;0,198;0,192;0,213;0,188; 0,875 ;;;;;
Jaguariúna/SP;SP;3524709;BRA.25.281_1; 58.722 ;0,784;0,782;0,862;0,715;0,198;0,165;0,231;0,197; 0,980 ;;;;;
Bernardino de Campos/SP;SP;3506300;BRA.25.71_1; 11.158 ;0,734;0,713;0,838;0,662;0,198;0,074;0,292;0,229; 0,831 ;;;;;
Rolândia/PR;PR;4122404;BRA.16.314_1; 67.383 ;0,739;0,744;0,821;0,661;0,198;0,099;0,285;0,211; 0,852 ;;;;;
Pontal do Paraná/PR;PR;4119954;BRA.16.279_1; 27.915 ;0,738;0,737;0,831;0,655;0,198;0,067;0,296;0,231; 0,847 ;;;;;
Dona Eusébia/MG;MG;3122900;BRA.13.258_1; 6.619 ;0,701;0,684;0,841;0,598;0,197;0,056;0,292;0,242; 0,658 ;;;;;
Cruzeiro/SP;SP;3513405;BRA.25.149_1; 82.571 ;0,788;0,742;0,871;0,758;0,197;0,043;0,254;0,295; 0,985 ;;;;;
Lucélia/SP;SP;3527405;BRA.25.310_1; 21.886 ;0,752;0,728;0,841;0,695;0,197;0,102;0,241;0,247; 0,905 ;;;;;
Nova Aliança/SP;SP;3532801;BRA.25.369_1; 7.068 ;0,738;0,71;0,826;0,684;0,197;0,112;0,254;0,224; 0,847 ;;;;;
Penápolis/SP;SP;3537305;BRA.25.422_1; 63.757 ;0,759;0,748;0,859;0,68;0,197;0,113;0,253;0,225; 0,928 ;;;;;
Brotas/SP;SP;3507902;BRA.25.91_1; 24.636 ;0,74;0,724;0,815;0,688;0,197;0,125;0,245;0,222; 0,857 ;;;;;
Iguaraçu/PR;PR;4110003;BRA.16.146_1; 4.440 ;0,758;0,714;0,833;0,732;0,197;0,048;0,351;0,193; 0,924 ;;;;;
Ribeirão Claro/PR;PR;4121802;BRA.16.306_1; 10.645 ;0,716;0,704;0,832;0,627;0,197;0,023;0,268;0,3; 0,739 ;;;;;
Quatiguá/PR;PR;4120705;BRA.16.291_1; 7.477 ;0,714;0,691;0,803;0,655;0,197;0,068;0,265;0,259; 0,728 ;;;;;
Paranavaí/PR;PR;4118402;BRA.16.258_1; 88.922 ;0,763;0,75;0,844;0,703;0,197;0,142;0,231;0,219; 0,940 ;;;;;
Coronel Freitas/SC;SC;4204400;BRA.24.71_1; 9.940 ;0,744;0,732;0,86;0,653;0,197;0,083;0,265;0,244; 0,875 ;;;;;
Seara/SC;SC;4217501;BRA.24.260_1; 17.576 ;0,779;0,804;0,872;0,674;0,197;0,154;0,197;0,239; 0,974 ;;;;;
São Carlos/SC;SC;4216008;BRA.24.240_1; 11.369 ;0,769;0,763;0,867;0,688;0,197;0,12;0,212;0,259; 0,955 ;;;;;
São José do Cedro/SC;SC;4216701;BRA.24.249_1; 13.820 ;0,731;0,753;0,83;0,625;0,197;0,047;0,223;0,321; 0,816 ;;;;;
Timbé do Sul/SC;SC;4218103;BRA.24.269_1; 5.343 ;0,72;0,721;0,856;0,606;0,197;0;0,27;0,321; 0,761 ;;;;;
Jaboticabal/SP;SP;3524303;BRA.25.277_1; 77.652 ;0,778;0,778;0,851;0,71;0,196;0,129;0,246;0,213; 0,972 ;;;;;
Rafard/SP;SP;3542107;BRA.25.475_1; 9.101 ;0,745;0,722;0,823;0,696;0,196;0,161;0,251;0,176; 0,880 ;;;;;
São José do Rio Pardo/SP;SP;3549706;BRA.25.557_1; 55.124 ;0,774;0,744;0,868;0,717;0,196;0,107;0,269;0,212; 0,964 ;;;;;
Céu Azul/PR;PR;4105300;BRA.16.76_1; 11.819 ;0,732;0,732;0,812;0,659;0,196;0,032;0,247;0,309; 0,821 ;;;;;
Cornélio Procópio/PR;PR;4106407;BRA.16.87_1; 47.842 ;0,759;0,746;0,848;0,692;0,196;0,146;0,219;0,222; 0,928 ;;;;;
Cambé/PR;PR;4103701;BRA.16.54_1; 107.341 ;0,734;0,724;0,84;0,651;0,196;0,121;0,264;0,202; 0,831 ;;;;;
Barra do Jacaré/PR;PR;4102703;BRA.16.33_1; 2.781 ;0,744;0,678;0,813;0,747;0,196;0,085;0,258;0,245; 0,875 ;;;;;
Erval Velho/SC;SC;4205209;BRA.24.85_1; 4.418 ;0,723;0,736;0,868;0,592;0,196;0,152;0,225;0,21; 0,776 ;;;;;
Ibiam/SC;SC;4206751;BRA.24.107_1; 1.954 ;0,725;0,737;0,82;0,631;0,196;0,011;0,233;0,344; 0,786 ;;;;;
Ponte Preta/RS;RS;4314787;BRA.21.303_1; 1.524 ;0,725;0,727;0,874;0,6;0,196;0,065;0,197;0,325; 0,786 ;;;;;
Chapadão do Sul/MS;MS;5002951;BRA.11.23_1; 25.865 ;0,754;0,758;0,85;0,665;0,196;0,159;0,251;0,177; 0,912 ;;;;;
Lucas do Rio Verde/MT;MT;5105259;BRA.12.58_1; 67.620 ;0,768;0,766;0,833;0,71;0,196;0,134;0,28;0,175; 0,952 ;;;;;
Cristianópolis/GO;GO;5206305;BRA.9.72_1; 2.964 ;0,688;0,703;0,838;0,554;0,196;0,038;0,275;0,274; 0,595 ;;;;;
Paraguaçu/MG;MG;3147204;BRA.13.556_1; 21.605 ;0,715;0,69;0,85;0,623;0,195;0,086;0,287;0,212; 0,733 ;;;;;
Mogi Mirim/SP;SP;3530805;BRA.25.347_1; 93.650 ;0,784;0,767;0,879;0,715;0,195;0,14;0,228;0,218; 0,980 ;;;;;
Nova Canaã Paulista/SP;SP;3532843;BRA.25.371_1; 1.852 ;0,715;0,673;0,806;0,675;0,195;0,094;0,205;0,287; 0,733 ;;;;;
Onda Verde/SP;SP;3534005;BRA.25.385_1; 4.422 ;0,738;0,693;0,863;0,671;0,195;0,122;0,232;0,231; 0,847 ;;;;;
Oriente/SP;SP;3534104;BRA.25.386_1; 6.542 ;0,77;0,717;0,837;0,761;0,195;0,059;0,27;0,256; 0,957 ;;;;;
São José do Rio Preto/SP;SP;3549805;BRA.25.558_1; 464.983 ;0,797;0,801;0,846;0,748;0,195;0,22;0,204;0,16; 0,990 ;;;;;
União Paulista/SP;SP;3555703;BRA.25.626_1; 1.865 ;0,749;0,697;0,863;0,699;0,195;0;0,387;0,198; 0,895 ;;;;;
Miraselva/PR;PR;4116000;BRA.16.225_1; 1.796 ;0,748;0,694;0,854;0,707;0,195;0,206;0,152;0,227; 0,892 ;;;;;
Santa Helena/PR;PR;4123501;BRA.16.326_1; 26.767 ;0,744;0,738;0,823;0,678;0,195;0,055;0,268;0,262; 0,875 ;;;;;
Rondon/PR;PR;4122602;BRA.16.316_1; 9.622 ;0,713;0,724;0,82;0,61;0,195;0,061;0,324;0,2; 0,722 ;;;;;
Ipira/SC;SC;4207601;BRA.24.117_1; 4.406 ;0,736;0,724;0,838;0,657;0,195;0,003;0,19;0,391; 0,839 ;;;;;
Jaguaruna/SC;SC;4208807;BRA.24.134_1; 20.288 ;0,721;0,719;0,83;0,628;0,195;0,072;0,297;0,217; 0,766 ;;;;;
Mafra/SC;SC;4210100;BRA.24.154_1; 56.561 ;0,777;0,738;0,88;0,723;0,195;0,103;0,249;0,232; 0,970 ;;;;;
Campo Novo do Parecis/MT;MT;5102637;BRA.12.22_1; 36.143 ;0,734;0,745;0,819;0,649;0,195;0,113;0,296;0,177; 0,831 ;;;;;
Araguainha/MT;MT;5101209;BRA.12.11_1; 946 ;0,701;0,65;0,844;0,627;0,195;0,033;0,253;0,298; 0,658 ;;;;;
Alto Horizonte/GO;GO;5200555;BRA.9.11_1; 6.605 ;0,719;0,709;0,841;0,624;0,195;0,021;0,29;0,274; 0,755 ;;;;;
Coqueiro Baixo/RS;RS;4305835;#N/A; 1.495 ;0,692;0,703;0,886;0,532;0,195;0,001;0,215;0,369; 0,611 ;;;;;
Patos de Minas/MG;MG;3148004;BRA.13.565_1; 153.585 ;0,765;0,749;0,855;0,698;0,194;0,126;0,242;0,215; 0,945 ;;;;;
Poços de Caldas/MG;MG;3151800;BRA.13.609_1; 168.641 ;0,779;0,768;0,872;0,706;0,194;0,167;0,22;0,195; 0,974 ;;;;;
Resende/RJ;RJ;3304201;BRA.19.62_1; 132.312 ;0,768;0,762;0,839;0,709;0,194;0,095;0,262;0,225; 0,952 ;;;;;
Pardinho/SP;SP;3536109;BRA.25.407_1; 6.508 ;0,727;0,718;0,821;0,652;0,194;0,037;0,317;0,228; 0,796 ;;;;;
Rifaina/SP;SP;3543600;BRA.25.491_1; 3.640 ;0,74;0,713;0,824;0,69;0,194;0,002;0,33;0,251; 0,857 ;;;;;
Analândia/SP;SP;3502002;BRA.25.23_1; 5.056 ;0,754;0,745;0,861;0,668;0,194;0,059;0,272;0,252; 0,912 ;;;;;
Descalvado/SP;SP;3513702;BRA.25.152_1; 33.910 ;0,76;0,74;0,865;0,687;0,194;0,12;0,257;0,204; 0,931 ;;;;;
Balneário Arroio do Silva/SC;SC;4201950;BRA.24.26_1; 13.430 ;0,746;0,753;0,858;0,642;0,194;0,051;0,245;0,286; 0,883 ;;;;;
Cunha Porã/SC;SC;4204707;BRA.24.76_1; 11.118 ;0,742;0,744;0,804;0,682;0,194;0,084;0,18;0,319; 0,866 ;;;;;
Tijucas/SC;SC;4218004;BRA.24.268_1; 39.155 ;0,76;0,747;0,873;0,672;0,194;0,119;0,303;0,161; 0,931 ;;;;;
Capivari do Sul/RS;RS;4304671;BRA.21.80_1; 4.728 ;0,766;0,805;0,836;0,668;0,194;0,084;0,293;0,204; 0,948 ;;;;;
Taquara/RS;RS;4321204;BRA.21.413_1; 57.584 ;0,727;0,754;0,88;0,579;0,194;0,046;0,313;0,223; 0,796 ;;;;;
Imbé/RS;RS;4310330;BRA.21.192_1; 23.271 ;0,764;0,825;0,847;0,638;0,194;0,022;0,31;0,25; 0,942 ;;;;;
Laranjal/MG;MG;3138005;BRA.13.437_1; 6.833 ;0,714;0,694;0,857;0,613;0,193;0,003;0,306;0,269; 0,728 ;;;;;
Boituva/SP;SP;3507001;BRA.25.79_1; 62.170 ;0,78;0,757;0,861;0,728;0,193;0,11;0,25;0,218; 0,975 ;;;;;
Bragança Paulista/SP;SP;3507605;BRA.25.87_1; 170.533 ;0,776;0,772;0,861;0,704;0,193;0,137;0,238;0,204; 0,968 ;;;;;
Nova América da Colina/PR;PR;4116604;BRA.16.232_1; 3.434 ;0,698;0,655;0,809;0,643;0,193;0,043;0,294;0,242; 0,641 ;;;;;
Cunhataí/SC;SC;4204756;BRA.24.77_1; 1.967 ;0,754;0,777;0,886;0,623;0,193;0,03;0,254;0,294; 0,912 ;;;;;
Içara/SC;SC;4207007;BRA.24.110_1; 57.247 ;0,741;0,732;0,861;0,645;0,193;0,088;0,283;0,207; 0,863 ;;;;;
Taió/SC;SC;4217808;BRA.24.265_1; 18.486 ;0,761;0,749;0,879;0,67;0,193;0,135;0,205;0,238; 0,934 ;;;;;
Porto Vera Cruz/RS;RS;4315073;BRA.21.308_1; 1.308 ;0,69;0,661;0,827;0,6;0,193;0,006;0,27;0,303; 0,605 ;;;;;
Ajuricaba/RS;RS;4300208;BRA.21.3_1; 6.987 ;0,753;0,763;0,85;0,658;0,193;0,029;0,223;0,328; 0,909 ;;;;;
Frederico Westphalen/RS;RS;4308508;BRA.21.162_1; 31.498 ;0,76;0,754;0,846;0,688;0,193;0,046;0,254;0,278; 0,931 ;;;;;
Condor/RS;RS;4305702;BRA.21.105_1; 6.759 ;0,747;0,735;0,852;0,666;0,193;0,002;0,255;0,323; 0,887 ;;;;;
Araguari/MG;MG;3103504;BRA.13.38_1; 117.825 ;0,773;0,74;0,871;0,716;0,192;0,099;0,253;0,224; 0,962 ;;;;;
Piranguinho/MG;MG;3151008;BRA.13.601_1; 8.640 ;0,717;0,672;0,841;0,651;0,192;0,011;0,282;0,282; 0,743 ;;;;;
